Bird_ID,Tagged_By,Recovery_Time_days,Observation_Counts
B10329,Researcher_B,104,91
B10330,Researcher_A,89,31
B10336,Researcher_A,87,44
B10338,Researcher_C,81,32
B10339,Researcher_C,75,39
B10341,Researcher_A,117,23
B10346,Researcher_B,26,33
B10347,Researcher_B,109,5
B10348,Researcher_C,112,95
B10349,Researcher_A,66,59
B10351,Researcher_A,93,64
B10352,Researcher_B,33,94
B10353,Researcher_B,66,66
B10355,Researcher_A,43,64
B10357,Researcher_C,49,60
B10359,Researcher_B,111,58
B10361,Researcher_B,110,76
B10362,Researcher_A,58,94
B10364,Researcher_C,1,90
B10366,Researcher_B,91,67
B10368,Researcher_B,93,79
B10369,Researcher_B,98,89
B10370,Researcher_B,55,93
B10372,Researcher_B,111,17
B10373,Researcher_B,90,61
B10374,Researcher_A,67,90
B10376,Researcher_A,96,99
B10377,Researcher_A,111,23
B10378,Researcher_A,62,35
B10380,Researcher_B,56,2
B10385,Researcher_A,47,46
B10387,Researcher_A,116,90
B10388,Researcher_C,87,29
B10390,Researcher_B,52,21
B10391,Researcher_C,93,32
B10392,Researcher_B,43,41
B10399,Researcher_C,35,87
B10400,Researcher_A,14,97
B10401,Researcher_C,32,5
B10402,Researcher_C,32,71
B10405,Researcher_B,48,7
B10407,Researcher_A,114,70
B10408,Researcher_C,14,1
B10409,Researcher_B,16,51
B10410,Researcher_B,75,90
B10411,Researcher_B,79,88
B10412,Researcher_A,79,55
B10413,Researcher_B,70,6
B10414,Researcher_B,54,26
B10416,Researcher_C,104,17
B10417,Researcher_B,56,97
B10418,Researcher_A,109,48
B10419,Researcher_B,14,46
B10420,Researcher_B,112,2
B10422,Researcher_B,45,52
B10425,Researcher_B,94,43
B10426,Researcher_B,46,69
B10427,Researcher_A,83,65
B10434,Researcher_A,51,91
B10435,Researcher_B,42,93
B10436,Researcher_B,54,57
B10439,Researcher_A,12,42
B10440,Researcher_A,42,22
B10441,Researcher_C,23,66
B10444,Researcher_C,82,51
B10446,Researcher_B,86,73
B10447,Researcher_A,37,22
B10449,Researcher_C,80,21
B10450,Researcher_C,74,28
B10451,Researcher_A,104,54
B10452,Researcher_B,23,2
B10453,Researcher_A,66,66
B10454,Researcher_B,21,56
B10455,Researcher_B,100,47
B10456,Researcher_C,102,26
B10457,Researcher_C,15,19
B10458,Researcher_B,85,12
B10459,Researcher_B,23,85
B10462,Researcher_B,98,92
B10466,Researcher_B,59,15
B10471,Researcher_A,17,74
B10472,Researcher_A,54,31
B10474,Researcher_B,22,58
B10475,Researcher_A,73,53
B10476,Researcher_C,106,66
B10477,Researcher_B,12,18
B10478,Researcher_C,105,41
B10483,Researcher_B,33,42
B10491,Researcher_A,106,50
B10495,Researcher_B,80,17
B10497,Researcher_C,79,96
B10501,Researcher_C,60,79
B10503,Researcher_B,67,40
B10504,Researcher_B,62,60
B10505,Researcher_A,2,20
B10507,Researcher_A,75,72
B10508,Researcher_C,71,76
B10509,Researcher_C,72,12
B10510,Researcher_C,17,66
B10511,Researcher_C,51,27
B10512,Researcher_C,31,82
B10515,Researcher_C,34,49
B10516,Researcher_C,72,45
B10517,Researcher_A,26,10
B10518,Researcher_B,31,22
B10520,Researcher_B,10,77
B10521,Researcher_C,101,42
B10524,Researcher_B,44,24
B10528,Researcher_B,14,1
B10530,Researcher_C,52,42
B10531,Researcher_C,54,17
B10532,Researcher_B,91,41
B10538,Researcher_B,7,86
B10539,Researcher_B,119,83
B10540,Researcher_C,52,83
B10543,Researcher_A,57,43
B10546,Researcher_C,75,36
B10547,Researcher_B,40,37
B10548,Researcher_A,3,79
B10552,Researcher_A,47,33
B10553,Researcher_B,38,88
B10554,Researcher_C,118,87
B10555,Researcher_B,98,86
B10558,Researcher_A,47,90
B10559,Researcher_C,66,21
B10561,Researcher_C,10,86
B10562,Researcher_B,72,78
B10563,Researcher_C,31,38
B10564,Researcher_B,116,63
B10565,Researcher_B,115,27
B10569,Researcher_B,106,17
B10570,Researcher_C,8,26
B10573,Researcher_C,96,80
B10574,Researcher_C,115,51
B10576,Researcher_A,32,56
B10577,Researcher_C,69,41
B10578,Researcher_B,81,79
B10583,Researcher_A,6,97
B10586,Researcher_B,89,57
B10590,Researcher_C,104,17
B10591,Researcher_B,119,91
B10592,Researcher_B,79,68
B10594,Researcher_B,108,62
B10595,Researcher_A,92,5
B10597,Researcher_C,63,95
B10598,Researcher_C,1,26
B10601,Researcher_C,23,42
B10602,Researcher_B,105,85
B10606,Researcher_C,115,52
B10607,Researcher_B,54,93
B10608,Researcher_C,32,61
B10609,Researcher_B,85,19
B10611,Researcher_A,24,29
B10612,Researcher_B,77,23
B10613,Researcher_B,86,53
B10615,Researcher_C,113,17
B10617,Researcher_B,48,14
B10619,Researcher_A,85,38
B10621,Researcher_C,61,46
B10622,Researcher_A,24,69
B10623,Researcher_C,86,75
B10624,Researcher_A,71,41
B10626,Researcher_A,71,96
B10627,Researcher_B,29,36
B10628,Researcher_B,73,37
B10630,Researcher_A,75,72
B10631,Researcher_A,112,94
B10633,Researcher_A,111,68
B10636,Researcher_B,7,54
B10637,Researcher_A,41,51
B10638,Researcher_C,101,77
B10639,Researcher_B,72,23
B10642,Researcher_C,43,31
B10644,Researcher_A,29,26
B10646,Researcher_B,54,64
B10647,Researcher_B,35,19
B10648,Researcher_A,8,20
B10653,Researcher_A,117,83
B10657,Researcher_A,114,47
B10658,Researcher_B,115,70
B10659,Researcher_C,118,83
B10660,Researcher_C,1,10
B10661,Researcher_C,12,26
B10664,Researcher_A,102,20
B10665,Researcher_C,117,28
B10666,Researcher_A,15,5
B10667,Researcher_A,92,45
B10675,Researcher_C,111,26
B10679,Researcher_C,118,48
B10685,Researcher_C,15,68
B10687,Researcher_B,55,93
B10690,Researcher_C,105,8
B10691,Researcher_C,84,87
B10692,Researcher_B,16,22
B10694,Researcher_B,39,20
B10697,Researcher_A,112,18
B10698,Researcher_B,81,56
B10699,Researcher_B,105,68
B10700,Researcher_B,20,47
B10701,Researcher_C,97,44
B10702,Researcher_A,97,58
B10703,Researcher_C,33,42
B10704,Researcher_A,39,41
B10707,Researcher_C,23,47
B10708,Researcher_C,103,99
B10710,Researcher_B,64,55
B10712,Researcher_C,91,33
B10713,Researcher_B,33,15
B10714,Researcher_A,106,64
B10715,Researcher_B,37,96
B10716,Researcher_B,26,97
B10717,Researcher_B,28,25
B10720,Researcher_A,76,24
B10721,Researcher_C,42,2
B10728,Researcher_C,23,19
B10732,Researcher_A,12,62
B10733,Researcher_A,89,88
B10735,Researcher_A,81,72
B10736,Researcher_A,48,93
B10738,Researcher_C,97,44
B10740,Researcher_A,29,25
B10742,Researcher_B,100,34
B10743,Researcher_A,119,29
B10745,Researcher_A,45,3
B10747,Researcher_A,73,93
B10748,Researcher_A,72,68
B10749,Researcher_B,65,30
B10750,Researcher_C,4,68
B10751,Researcher_A,24,24
B10753,Researcher_B,58,2
B10755,Researcher_C,14,32
B10756,Researcher_B,48,27
B10760,Researcher_B,35,72
B10761,Researcher_B,19,33
B10764,Researcher_C,91,50
B10766,Researcher_C,52,28
B10771,Researcher_A,108,4
B10773,Researcher_C,63,27
B10775,Researcher_C,46,13
B10777,Researcher_C,119,29
B10780,Researcher_A,72,43
B10781,Researcher_B,25,85
B10783,Researcher_B,43,87
B10784,Researcher_C,69,36
B10789,Researcher_B,21,92
B10790,Researcher_B,106,92
B10792,Researcher_A,34,26
B10795,Researcher_B,27,44
B10796,Researcher_B,78,86
B10797,Researcher_B,44,15
B10798,Researcher_C,27,98
B10799,Researcher_C,83,95
B10800,Researcher_A,41,79
B10801,Researcher_B,35,17
B10803,Researcher_B,64,93
B10804,Researcher_C,20,42
B10807,Researcher_B,26,58
B10808,Researcher_B,75,8
B10809,Researcher_C,35,99
B10810,Researcher_C,113,75
B10811,Researcher_B,41,69
B10813,Researcher_A,65,39
B10814,Researcher_B,64,79
B10815,Researcher_A,17,5
B10818,Researcher_B,1,59
B10819,Researcher_A,43,57
B10820,Researcher_B,44,75
B10821,Researcher_C,26,47
B10823,Researcher_A,80,18
B10824,Researcher_B,117,99
B10827,Researcher_A,22,20
B10828,Researcher_C,12,15
B10831,Researcher_C,33,44
B10834,Researcher_B,112,44
B10835,Researcher_C,86,97
B10837,Researcher_B,58,98
B10842,Researcher_A,110,6
B10845,Researcher_C,80,76
B10846,Researcher_B,86,62
B10847,Researcher_A,109,82
B10849,Researcher_A,84,22
B10850,Researcher_B,41,3
B10851,Researcher_C,56,81
B10852,Researcher_B,103,99
B10854,Researcher_A,117,45
B10856,Researcher_B,42,83
B10858,Researcher_B,98,59
B10859,Researcher_A,90,34
B10862,Researcher_C,57,78
B10864,Researcher_A,107,71
B10870,Researcher_C,28,24
B10871,Researcher_B,82,97
B10872,Researcher_B,18,85
B10873,Researcher_A,102,10
B10876,Researcher_A,67,56
B10878,Researcher_C,7,13
B10879,Researcher_A,22,30
B10881,Researcher_C,63,31
B10883,Researcher_A,39,70
B10885,Researcher_C,51,19
B10886,Researcher_A,41,42
B10887,Researcher_A,5,81
B10889,Researcher_C,40,49
B10890,Researcher_A,26,64
B10895,Researcher_B,86,24
B10896,Researcher_A,10,56
B10897,Researcher_B,38,41
B10898,Researcher_C,81,1
B10899,Researcher_A,48,28
B10900,Researcher_C,50,17
B10901,Researcher_B,104,51
B10903,Researcher_C,78,48
B10905,Researcher_B,47,68
B10906,Researcher_B,68,53
B10907,Researcher_A,92,40
B10910,Researcher_C,117,4
B10911,Researcher_C,52,40
B10913,Researcher_B,41,65
B10914,Researcher_B,96,76
B10915,Researcher_B,85,54
B10918,Researcher_A,9,27
B10921,Researcher_A,97,27
B10922,Researcher_C,23,35
B10924,Researcher_B,3,20
B10925,Researcher_B,24,97
B10926,Researcher_B,70,4
B10929,Researcher_B,61,28
B10930,Researcher_A,55,96
B10934,Researcher_B,14,17
B10938,Researcher_B,81,89
B10940,Researcher_C,105,29
B10942,Researcher_B,118,11
B10943,Researcher_B,71,28
B10948,Researcher_A,24,1
B10949,Researcher_C,67,52
B10950,Researcher_C,107,44
B10953,Researcher_B,1,36
B10956,Researcher_B,60,13
B10959,Researcher_B,58,33
B10960,Researcher_B,85,64
B10963,Researcher_C,62,34
B10964,Researcher_B,94,8
B10966,Researcher_A,50,71
B10967,Researcher_A,71,77
B10971,Researcher_A,63,69
B10972,Researcher_B,84,54
B10974,Researcher_B,45,12
B10975,Researcher_B,23,25
B10976,Researcher_A,60,93
B10978,Researcher_A,106,73
B10979,Researcher_A,12,9
B10981,Researcher_A,10,16
B10984,Researcher_B,73,80
B10985,Researcher_A,31,97
B10986,Researcher_A,56,33
B10987,Researcher_B,115,1
B10988,Researcher_B,18,41
B10989,Researcher_C,35,66
B10992,Researcher_C,99,19
B10999,Researcher_C,71,59
